Ticker,Model,Sharpe,HitRate,TotalReturn
SPY,Linear,0.7432030138600124,0.4730077120822622,0.16424755729526952
SPY,LASSO,1.2634509183722282,0.5938303341902313,0.3740030741135578
SPY,RandomForest,0.969007030249939,0.4190231362467866,0.14081787400692458
QQQ,Linear,0.7840084362193314,0.4524421593830334,0.21059322076515552
QQQ,LASSO,1.188972949466339,0.583547557840617,0.43937021569830637
QQQ,RandomForest,0.5861651983022828,0.41131105398457585,0.0971593818940546
IWM,Linear,0.2556946500404493,0.4987146529562982,0.03947158784558891
IWM,LASSO,0.42888135198739497,0.4884318766066838,0.06371403823419652
IWM,RandomForest,0.6763245602480072,0.480719794344473,0.13714741053182533
