,Price,Close,High,Low,Open,Volume,SMA_10,SMA_30,EMA_10,EMA_30,MOM_5,VOL_20,RSI_14
31,2018-02-13,151.74559020996094,152.04966300154942,149.8735945096689,150.10165997812035,31785600,153.05889892578125,155.60779215494793,152.5792571906267,154.32622393476942,-0.016142222113177285,0.01774226822602465,37.935649272316475
32,2018-02-14,154.58688354492188,154.82444638378462,150.13971416125995,150.8524026778482,52107400,152.4203323364258,155.74050903320312,152.9442801641349,154.34304068381152,0.015416867416263136,0.01810898047435022,42.7437369122993
33,2018-02-15,157.4566650390625,157.4566650390625,154.35885047934113,155.97427507183772,51633900,152.20557556152343,155.92010599772135,153.7647137777581,154.5439196744729,0.07983066912984893,0.01862012694303432,43.381430427606645
34,2018-02-16,156.7534637451172,158.463904517202,156.48738003645585,156.94351110871725,62256300,152.23883209228515,156.06739349365233,154.30812286273246,154.68647090483705,0.05675800312244217,0.01863312788999708,43.48046054735316
35,2018-02-20,157.06700134277344,158.38784982040892,156.13575930450418,156.2022838427927,36785600,152.92015533447267,156.17413533528645,154.80973713183081,154.8400535137362,0.040409903718897855,0.01846481539571108,45.55407377322031
36,2018-02-21,156.62045288085938,159.37617631997836,156.52542193481253,157.83677359188852,41161800,153.1586715698242,156.24603678385418,155.13895817710872,154.95491798903447,0.032125234507002,0.018348048207850125,43.99270073300176
37,2018-02-22,156.6014404296875,158.1408431247284,156.2023365642949,157.30461721646603,37074400,153.59483337402344,156.31698913574218,155.40486404121393,155.06114524327018,0.013031874623309792,0.018307378495405577,45.69481021514245
38,2018-02-23,159.8037872314453,159.8037872314453,157.21910208501484,157.86528062146579,50096900,154.9936050415039,156.50672302246093,156.20466825761963,155.3671221457331,0.014906464529783614,0.01892200225709103,54.84750224663333
39,2018-02-26,161.92286682128906,161.92286682128906,160.42148205318978,160.55451669718676,39266700,156.3524612426758,156.73193359375,157.24434072374135,155.7900734151238,0.03297791929228033,0.018840129121886255,68.91566598827977
40,2018-02-27,159.91786193847656,162.23647854743274,159.84185455758163,161.97040921522705,42209900,157.2476013183594,156.85230000813803,157.73043549005683,156.05638235211433,0.018150601789879373,0.01901688832412897,59.842150524676136
41,2018-02-28,158.8915557861328,161.35270363066368,158.7870275437167,160.83006241858322,42936300,157.96219787597656,156.9533442179362,157.94154827116154,156.2392967672123,0.014500678956668844,0.01898169205118472,61.92093256778826
42,2018-03-01,156.29736328125,159.70877719957002,154.8909951155732,158.97707948174968,76809900,158.13324584960938,156.91184946695964,157.64260554572306,156.24304299392443,-0.0019417263826128073,0.019280596297887045,71.77268232072218
43,2018-03-02,157.7322540283203,158.0078205875171,153.90274158688567,154.41587102458183,57445100,158.16080474853516,156.9172348022461,157.65890526983165,156.33912112517578,-0.012962979407520447,0.01933806995175301,70.44234029587598
44,2018-03-05,159.4806671142578,159.889268187008,156.40184788130674,156.99101350902353,38540200,158.43352508544922,156.9644297281901,157.99013469609093,156.54180151156817,-0.015082488069622979,0.018928742332751415,69.2605236361126
45,2018-03-06,160.1553497314453,160.69699993908924,159.14808566075766,160.2598779557441,29480900,158.74235992431642,156.9777338663737,158.38381015706443,156.77493365478605,0.0014850610812950915,0.01634524038893734,69.11457466289329
46,2018-03-07,160.52597045898438,160.65901958165878,158.65398844254184,158.9295549831289,34609400,159.1329116821289,156.95936228434246,158.7732938483226,157.01693602925047,0.010286353260027692,0.015408262383547196,65.20689003111517
47,2018-03-08,161.4097137451172,161.52373928053723,160.54498143568418,161.19115996899987,25828400,159.61373901367188,157.00529073079426,159.25264292046705,157.30034104317738,0.032709128014320576,0.015006644528773561,61.26765280248433
48,2018-03-09,164.5455322265625,164.5455322265625,162.32194748018105,162.55951032487187,38310500,160.0879135131836,157.15764719645182,160.21498643066622,157.76777273242806,0.043195212293225094,0.011030265654798404,69.50533563427548
49,2018-03-12,165.41976928710938,165.79986405604734,164.6595652495474,165.03016272415204,37635000,160.43760375976564,157.2574239095052,161.16131058638314,158.26144992950427,0.037240264166919834,0.010713496638026027,70.33798368969553
50,2018-03-13,163.1676788330078,166.4935588259378,162.7495658853754,165.7998648447813,55638900,160.76258544921876,157.30842132568358,161.52610481304214,158.5779808265045,0.01880879475218089,0.011117360757898907,64.65330649551295
51,2018-03-14,163.1391143798828,164.1463928027433,162.42642600031155,164.02285551038597,40536400,161.18734130859374,157.4028127034505,161.81937927974042,158.87224750736763,0.01627863649368888,0.011150802514600806,64.6256747835265
52,2018-03-15,162.9966278076172,163.94687924449465,162.3979647624848,163.25319975548626,28810400,161.85726776123047,157.47028198242188,162.03342446662708,159.13833655899663,0.009831589596930312,0.010607554278283486,58.27583970232511
53,2018-03-16,162.5120086669922,163.63329842937603,162.43598681026822,163.27221273454535,31176700,162.33524322509766,157.56720784505208,162.12043977578438,159.35599282402862,-0.012358424638174714,0.009987990457156887,51.66842107992346
54,2018-03-19,159.04466247558594,161.06245957640772,157.6550379002568,160.94824903053868,71395100,162.29164276123046,157.6546666463216,161.56120753938464,159.33590699509685,-0.03853896568105197,0.011171946701159651,47.716291090079324
55,2018-03-20,159.568115234375,159.93931398065817,158.57825675202346,159.11125859045973,34075700,162.23291931152343,157.96514485677082,161.19882712029198,159.35088817182447,-0.022060518506957116,0.011183061303432199,51.81722724377706
56,2018-03-21,158.873291015625,160.62458670735816,158.17848616938906,159.1493191276536,43863500,162.0676513671875,158.11974487304687,160.7760023739889,159.32007545206966,-0.026148378826701846,0.011214390104665288,57.70507336469841
57,2018-03-22,154.95191955566406,157.77874622399221,154.752036614489,156.67466274262827,66607300,161.4218719482422,158.21014811197918,159.71707822520253,159.03825894262414,-0.04935505942766005,0.012579340924796885,42.76040176726741
58,2018-03-23,150.8686981201172,155.4277945695555,150.79255293989686,154.77105509796226,80110400,160.05418853759767,158.37856903076172,158.10828184245972,158.5111905024624,-0.07164584723541034,0.012836608846228725,30.006645629258912
59,2018-03-26,156.47474670410156,156.6651169023672,151.48736121081458,153.9239487072612,57481500,159.15968627929686,158.64991709391276,157.81127545366732,158.37980703160042,-0.01615845342737532,0.015287916652200563,43.047186844963434
60,2018-03-27,151.4112548828125,157.63597564582943,150.0787357691121,157.63597564582943,78889100,157.98404388427736,158.66474355061848,156.64763534987554,157.9302230220012,-0.0511183599529369,0.016623814688000095,35.37495078807632
61,2018-03-28,149.66946411132812,152.07749947857567,148.51778807676143,150.54511201548996,89369700,156.63707885742187,158.59553934733074,155.3788769428669,157.39727083421585,-0.05793187039470149,0.016723921783477477,31.666953390191964
62,2018-03-29,152.41061401367188,153.91444865971465,149.0793385950629,150.47847543273534,68692600,155.57847747802734,158.5229970296224,154.83919277392235,157.07555103934206,-0.01640060703526336,0.0170457214322052,30.81417341678585
63,2018-04-02,148.01329040527344,152.0393843326921,146.46187804529447,151.32553974568663,85549400,154.12860565185548,158.20821787516277,153.59811961598618,156.49088906295054,-0.018926442333123017,0.017934372198533898,25.23815415605756
64,2018-04-03,149.678955078125,150.30714191484762,146.9949064934497,149.30775640609946,64090000,153.19203491210936,157.97240091959637,152.88554424546595,156.05140945102633,-0.04343059675199612,0.017941398133569462,30.48582944115553
65,2018-04-04,152.03939819335938,152.50576740453477,146.61416721896254,146.78549748752994,65768700,152.4391632080078,157.80481414794923,152.7316995087193,155.79257001504783,0.004148590611926739,0.01836711315607414,34.95697597230581
66,2018-04-05,152.9055633544922,153.79073853384045,151.79196711457212,153.5527902469376,43054900,151.84239044189454,157.6809844970703,152.76331111704164,155.60631152081842,0.021621639807281934,0.018428636219652877,36.58706457974852
67,2018-04-06,149.079345703125,152.7247147206552,148.36550093653003,151.22088000290998,59870900,151.25513305664063,157.43024800618488,152.09349922360224,155.18521695193496,-0.021857193687626286,0.019006243849284763,33.602110379147746
68,2018-04-09,150.1262969970703,153.12445348472374,149.86932335888886,150.36424523308054,41810400,151.18089294433594,157.1076649983724,151.73582609150552,154.85883501936306,0.014275789599780486,0.018401342198786596,38.42916273696031
69,2018-04-10,153.43856811523438,153.93349005785967,151.4017315142786,152.48677503958757,48296800,150.8772750854492,156.8248550415039,152.0454155503653,154.76720489651606,0.025117846628118556,0.019229877679440985,42.58407725293365
70,2018-04-11,152.55343627929688,154.190521995676,152.38212044822214,152.47729106885902,41622100,150.99149322509766,156.57937418619792,152.1377829556256,154.62438111476,0.0033809531742803323,0.01909387139190763,42.38887945564551
71,2018-04-12,154.39036560058594,154.9233674144582,153.39097993797031,153.47663783165476,30467900,151.46358337402344,156.42933451334636,152.54734343652746,154.60928333965202,0.009710583536136186,0.019388326938422247,49.28796084616611
72,2018-04-13,153.5908203125,155.38970836746597,152.92456816681027,155.1612873593481,44604900,151.58160400390625,156.33911641438803,152.7370665048861,154.54357604757772,0.03026223779086812,0.019392360089302323,53.765128833309625
73,2018-04-16,154.7615509033203,155.3231052997027,153.69553284484869,154.66636579201088,28180800,152.25643005371094,156.240092976888,153.10515457732868,154.5576389414966,0.03087569599042639,0.019531283799383736,47.298974786325616
74,2018-04-17,158.0928192138672,158.4354652663527,156.00839027151426,156.32248369656003,35536100,153.09781646728516,156.19383138020834,154.01200269306295,154.78571508810117,0.030332993560898025,0.01967878292451984,61.1427812382785
75,2018-04-18,158.41641235351562,158.94941405297416,157.34088173076086,158.09280625358826,29573900,153.7355178833008,156.135866800944,154.8128044495089,155.01995362135375,0.03843227800837434,0.01966940905546131,65.31146998018089
76,2018-04-19,156.960205078125,157.98814337854748,156.41767603489774,157.6169446469958,34705700,154.14098205566407,156.01700795491536,155.20324092743908,155.14513113469383,0.01664507670243709,0.019753044233260537,58.33916944487951
77,2018-04-20,154.4759979248047,156.67463730470558,153.93346897485108,156.5604267986976,49197100,154.68064727783204,155.78588409423827,155.0710149269601,155.10196125018484,0.0057632195107995,0.019274008707491543,62.73925582100434
78,2018-04-23,154.0857696533203,155.83706530439247,153.25771438287822,155.2279183595322,33040600,155.07659454345702,155.43722534179688,154.89187942266193,155.03640050200005,-0.00436659652255722,0.01826812583501377,59.14660602816777
79,2018-04-24,150.82113647460938,155.05661273742652,149.80271091713587,154.81866446959174,70256800,154.81485137939453,154.9506042480469,154.15174434119783,154.7644479841039,-0.04599628734193628,0.01682789292680656,47.56289941709829
80,2018-04-25,151.00193786621094,151.63012466615712,148.92703631410689,151.08761026489967,52089300,154.65970153808593,154.54507954915366,153.57905225483657,154.52170539585276,-0.046803701568236766,0.015205019071461575,46.084479529168355
81,2018-04-26,154.18099975585938,154.69496174051358,152.4582417072662,152.95317828289788,43005500,154.63876495361328,154.24647572835286,153.68849725502253,154.49972438682096,-0.01770643279219919,0.015647765879970525,60.78046849003408
82,2018-04-27,154.2761688232422,156.4843361975952,153.40052075096136,156.44625633350617,51043400,154.7072998046875,153.95579376220704,153.79534663106244,154.48530144723526,-0.0012935932070157197,0.015145294259750471,59.1367512638513
83,2018-04-30,153.18154907226562,155.5990966073766,152.8008232047475,154.63779102290619,35615300,154.54929962158204,153.6447784423828,153.68374707491756,154.40118839078562,-0.0058682938929993655,0.013613521440516337,49.3728834257155
84,2018-05-01,154.932861328125,154.95190125437148,152.42012842230096,152.781814404942,36513500,154.23330383300782,153.50771840413412,153.9108587573189,154.43548987061396,0.027262258789621407,0.01362013323415014,55.570256719471786
85,2018-05-02,154.01914978027344,155.68478752539755,153.83830678708944,155.19936380196503,38646800,153.7935775756836,153.3227528889974,153.93054803421973,154.40862921962426,0.019981279423948672,0.01330987119233796,49.091719594932634
86,2018-05-03,154.0001220703125,154.5711892000171,151.54449419991653,153.23868470749667,60337100,153.49756927490233,153.16031392415366,153.94319785896386,154.38227391966868,-0.0011731515934731984,0.013259115819093049,51.04123805782552
87,2018-05-04,156.92213439941406,157.28382044938786,153.21965957006645,153.33388462560146,41543200,153.74218292236327,153.22598775227866,154.48482268450024,154.54613588610385,0.017150837983301415,0.012436362012064325,55.04671191727721
88,2018-05-07,158.2261199951172,158.74008197577726,157.53130044444498,157.65503821819453,32500200,154.15621795654297,153.471235148112,155.16505855915784,154.78355421571763,0.03293197485861499,0.012463532728947211,50.34393863278094
89,2018-05-08,158.06431579589844,158.4069474318457,156.9126395455177,157.89298545471203,26040200,154.8805358886719,153.52422078450522,155.6921962385652,154.99521625314864,0.02021168679729901,0.011616534143147447,49.08388260675199
90,2018-05-09,159.78700256347656,159.90121306824173,157.7882315908405,158.34978593687936,29122700,155.75904235839843,153.80341237386068,156.43670647945817,155.30436375704076,0.037448932755645314,0.0116616181421593,57.2544259136707
91,2018-05-10,161.44313049316406,161.5573555335311,160.17724400956428,160.30098175195806,27067600,156.4852554321289,154.19586791992188,157.34696539104104,155.70041322388744,0.04833118521460178,0.011594370837019788,68.67345119279952
92,2018-05-11,161.29086303710938,161.6715744629178,160.58653092383284,161.25278318060256,24688800,157.1867248535156,154.49187622070312,158.0640376903262,156.06108740538562,0.027840104612492533,0.011488785826755707,69.56075066011263
93,2018-05-14,161.56692504882812,162.585350928968,161.30042406627481,161.66211019540327,21821700,158.02526245117187,154.94366404215495,158.7009263009629,156.41630273722063,0.021114118540061844,0.011426246209220885,84.82413769913325
94,2018-05-15,159.77749633789062,160.3771306131294,158.9304010954025,160.291472723298,49361600,158.50972595214844,155.28028208414713,158.896666307677,156.63315393726387,0.010838502880083034,0.010836819076804062,75.75399330977874
95,2018-05-16,160.83401489257812,161.20521366893476,159.9107743036274,159.98691950431748,22941200,159.19121246337892,155.57343597412108,159.24891150493175,156.90417722470352,0.006552550034134574,0.010917005080842954,72.30349930226753
96,2018-05-17,160.21533203125,161.43362602040156,159.4348547289945,160.27243729273994,27480200,159.81273345947267,155.817094930013,159.4246243278987,157.11780011544846,-0.007605145280344061,0.010722836582068788,69.2352245243689
97,2018-05-18,159.38731384277344,160.14873687105603,159.14936551563179,159.5966950093018,26217900,160.0592514038086,156.1606938680013,159.41784060333046,157.26422035592105,-0.011801965458501984,0.01008408680534097,70.45185051831007
98,2018-05-21,160.28195190429688,161.32893012144874,159.59665971183568,160.62459800052747,22954600,160.26483459472655,156.49921569824218,159.57495174896073,157.45891271388078,-0.007953194282449227,0.010072421839412257,68.68355245345607
99,2018-05-22,160.07257080078125,161.28135221161594,159.78704446399556,161.01485128180832,19477700,160.46566009521484,156.72034912109376,159.6654279402008,157.62753581626146,0.0018467836188058584,0.008523338672297803,72.2378240938489
100,2018-05-23,161.42410278320312,161.44312818698486,158.83522459440618,158.85424999818792,26557800,160.6293701171875,157.0160380045573,159.98518700256483,157.87247562058027,0.0036689247048835583,0.008595703872966995,74.84075587605201
101,2018-05-24,161.3765106201172,161.6620514328371,159.74893815386002,161.3765106201172,27696500,160.62270812988282,157.24890950520833,160.23815493302888,158.09854239474396,0.007247612161367378,0.00754673964952609,68.45421121304378
102,2018-05-25,161.53831481933594,162.11890915074193,161.0529056005706,161.35747181924418,27460500,160.64745330810547,157.51382598876953,160.47454763963015,158.32046319633054,0.013495434013552243,0.0075426803310038254,65.15664407148901
103,2018-05-29,160.824462890625,161.72866332765537,159.86315719783397,160.80542296430195,41220500,160.57320709228514,157.715923055013,160.53816859435648,158.48201156370436,0.003384729096960637,0.00738885756331321,62.023021265225765
104,2018-05-30,161.97610473632812,162.2616455038925,161.06239170797022,161.40503772440613,22665800,160.7930679321289,157.84536590576172,160.7996115292604,158.70743692968009,0.01189169341145857,0.007174550819337603,60.03480513739496
105,2018-05-31,161.87144470214844,162.94696093112356,161.4526534526889,161.9761279913045,35670900,160.89681091308594,157.96053365071614,160.99449028796732,158.91156646338774,0.002771221343234709,0.006953380244384584,52.28896209798421
106,2018-06-01,164.41278076171875,164.5079513783068,162.63291740528427,162.68050997518495,45543300,161.31655578613282,158.20895284016927,161.6159976468312,159.26648351489297,0.018814820880276528,0.007515191273036546,63.29024463123433
107,2018-06-04,165.89755249023438,165.93561782683398,164.72685095724827,164.83153426369995,20459600,161.96757965087892,158.58967132568358,162.3944621638136,159.6942944165279,0.026985781520463492,0.006709665122538902,66.71559019205036
108,2018-06-05,166.4114990234375,166.6875271503015,165.67862880677905,166.28777579852147,24779300,162.58053436279297,159.00052897135416,163.12483250192702,160.12766245568338,0.03473996450783856,0.006584713938393841,78.40293511237937
109,2018-06-06,167.38230895996094,167.41086158663705,165.74522392222613,166.58280636661357,25036600,163.31150817871094,159.5525680541992,163.89891913066043,160.5957041656368,0.033376554106133494,0.0065676222922404865,78.24326049672453
110,2018-06-07,166.02127075195312,167.44896046464385,165.1837026629579,167.41089512918484,39600300,163.77122497558594,160.05321248372397,164.28480124362275,160.9457407195927,0.02563655410279786,0.0067227237387864295,73.534367160324
111,2018-06-08,166.0308074951172,166.44959882522534,164.83153877285997,165.24081739936076,31780300,164.23665466308594,160.44820607503254,164.60225692571262,161.27380954382008,0.00984124668351316,0.006431424125349233,78.84326954162184
112,2018-06-11,166.4781494140625,166.88741351232386,165.87851506030043,165.90706769398327,22319700,164.7306381225586,160.85493876139324,164.9433282872308,161.6095734064164,0.003499731702565567,0.00641243523951682,77.98834904346916
