,Price,Close,High,Low,Open,Volume,SMA_10,SMA_30,EMA_10,EMA_30,MOM_5,VOL_20,RSI_14
31,2018-02-13,235.4571990966797,236.00600478745633,233.07606962142876,233.660289973586,81223600,238.12422637939454,243.50140024820965,237.5517481306802,241.2612396784074,-0.011629978960442933,0.016048174633227635,33.287968748742486
32,2018-02-14,238.6350250244141,238.99795108063518,233.9524279746534,233.9612883949318,120735700,237.03458099365236,243.52559661865234,237.74870756590454,241.09180647492397,0.007173263437190158,0.016220305642766192,37.50685659675303
33,2018-02-15,241.67996215820312,241.68882257569675,237.90909813757196,240.3876108371316,111200300,236.2777557373047,243.60112965901692,238.46348112814061,241.12975200287747,0.059775427470122766,0.016539295318955642,37.68846267459361
34,2018-02-16,241.7507476806641,243.70700886823138,241.00720202643734,241.05147709736477,160420100,236.07061767578125,243.6453867594401,239.06116595587213,241.16981624015403,0.044397402377897244,0.016491791520603406,39.12788814161133
35,2018-02-20,240.23715209960935,242.24652217942594,239.4404978053543,240.79481820962945,86369700,236.73184814453126,243.58578491210938,239.2749816183698,241.10964436011892,0.022838516883104454,0.01637741367790077,40.03845439838763
36,2018-02-21,239.04220581054688,243.17599718766897,238.9448492386795,240.67978981253682,98883700,236.81329040527345,243.47159779866536,239.23265874422015,240.9762612278885,0.015225725641946353,0.016362392483495556,38.86491006239248
37,2018-02-22,239.35205078125,241.6977663433744,238.67933408126055,239.97168599244375,110511300,237.0549530029297,243.3494435628255,239.25436638731648,240.87147345713765,0.003004696216586611,0.01637687142103056,39.500461875743326
38,2018-02-23,243.1670837402344,243.16708374023438,240.10437740239422,240.58238077740046,92766400,238.56683349609375,243.36685231526693,239.96576954239248,241.01957734636972,0.006153268019207125,0.01686670891261543,49.28041768594507
39,2018-02-26,245.99073791503903,246.08812145381793,243.65388415938193,244.24693775448634,86491400,240.01851654052734,243.41936950683595,241.06121833741912,241.34029738305807,0.01753868509219947,0.016868094225052397,66.21034031251283
40,2018-02-27,242.91921997070312,246.89368474433053,242.8572510713651,246.17666621986294,99099200,240.82313842773436,243.31639149983724,241.39903681619802,241.44216335645456,0.011164251023012994,0.017013866485930767,56.40721707490902
41,2018-02-28,240.4584808349609,244.47719455562333,240.1398298770944,244.0257453518368,121907800,241.3232666015625,243.1594207763672,241.22802663779126,241.37869996797113,0.00592479064360929,0.017010513521214354,54.66272409699815
42,2018-03-01,236.9620361328125,241.8039583136167,235.4572235229527,240.2460372129124,176855100,241.15596771240234,242.8080057779948,240.4523920005224,241.09375391408994,-0.009985352708015038,0.017239736016944143,63.760791031359744
43,2018-03-02,238.18359375,238.75012042097018,234.41275527358388,235.28021209497405,139083200,240.80633087158202,242.51117655436198,240.0398832277001,240.906001645439,-0.02049409777664668,0.017321938279928624,61.114576751004726
44,2018-03-05,240.93646240234372,241.55609744877376,236.8823343834178,236.98857837319935,97307400,240.72490234375,242.26863759358724,240.20289762308983,240.9079668555619,-0.020546609012738415,0.016931141731729663,60.26384970753675
45,2018-03-06,241.54725646972656,241.9987056688439,240.04244381498555,241.91901591672593,79213200,240.8559127807617,241.97918701171875,240.4473265042965,240.94921134679834,-0.0056478178266092804,0.013852760154945404,60.299596086175164
46,2018-03-07,241.4586944580078,241.81276002171666,239.17494861063548,239.369688722696,87063500,241.09756164550782,241.66907908121746,240.63121158678945,240.98208122494088,0.004159610505621636,0.013196030394292941,55.33265248253105
47,2018-03-08,242.62716674804688,242.75107755543033,241.14007497859853,242.14030289771503,66901200,241.4250732421875,241.401166788737,240.99411252519985,241.08821577481868,0.02390733430421399,0.013142427972905373,51.925305252501694
48,2018-03-09,246.84945678710935,246.84945678710938,243.72478114474626,244.04345910683665,113625300,241.793310546875,241.27045542399088,242.05872057281974,241.4599087433536,0.03638312320623194,0.009966774432693634,58.86722135506081
49,2018-03-12,246.5395965576172,247.77000609428472,246.15011634554043,247.1415377121259,71924800,241.84819641113282,241.0326360066732,242.87342529732834,241.78763053782222,0.023255650470690004,0.009681274931826378,61.43961118776852
50,2018-03-13,244.9463348388672,248.212642187746,244.33556016299715,247.70808449664028,91968900,242.05090789794923,240.79776967366536,243.25031794124448,241.9914179120832,0.01407210505645562,0.009514576178841282,60.563875555109064
51,2018-03-14,243.68931579589844,246.09699928964278,243.13167675180094,245.91111960827695,105895100,242.37399139404297,240.60716145833334,243.33013573299974,242.10095971103902,0.00923810734128927,0.00965168624499637,57.50597711821309
52,2018-03-15,243.4237823486328,244.84890498064456,242.91922475289553,244.20274277430366,83433000,243.020166015625,240.40357157389323,243.34716239038755,242.18630310701283,0.0032832910315157005,0.009261688985759688,50.50645723186481
53,2018-03-16,243.68780517578125,244.7453874886557,243.63448397695296,243.95441116992282,100343700,243.57058715820312,240.21822458902994,243.4090974422773,242.28317420822373,-0.012808015267600115,0.008842197970623952,44.94592804381216
54,2018-03-19,240.390625,243.86553445329375,238.7287176792221,242.93238634834753,109208400,243.51600341796876,240.10384114583334,242.86028427095414,242.16107425930608,-0.024941111462312926,0.009379144951094463,44.50511044557567
55,2018-03-20,240.7993927001953,241.43927403947436,240.1150589591412,240.79049679550818,59757300,243.44121704101562,240.3429926554362,242.48557671263433,242.07322383613763,-0.016930002816330614,0.009278577972074967,50.81337455421315
56,2018-03-21,240.33726501464844,242.86123414154395,240.12398025289102,240.75496575419902,78709600,243.32907409667968,240.4133087158203,242.09497458572778,241.96122649281574,-0.013755427767943251,0.009214576562673356,59.41627353972607
57,2018-03-22,234.32952880859372,238.9508706262018,234.05399981664527,238.09770441892513,148785900,242.4993103027344,240.32644551595052,240.6830753535216,241.4688589002853,-0.03735975775371958,0.010804957823821132,41.514046272604055
58,2018-03-23,229.3348693847656,235.1026978360799,229.1393493165573,234.7738747944711,183534800,240.7478515625,240.36933186848958,238.61976517738412,240.686020867026,-0.05889886767482,0.010940623519879861,26.750581906647867
59,2018-03-26,235.60923767089844,235.89363541475672,230.54353507652343,232.96086165599547,141956100,239.65481567382812,240.5071762084961,238.07239653984126,240.35848646727584,-0.019890074037211547,0.01249381739207012,40.30174798510699
60,2018-03-27,231.60108947753903,237.08449212750818,230.03692919487222,236.5512803235612,129941400,238.3202911376953,240.39811248779296,236.8957952557863,239.7934931130993,-0.038199029987208144,0.012730946354899289,35.72745300426298
61,2018-03-28,230.91680908203125,233.4141448412357,229.80590569801302,231.7344459062011,146452300,237.04304046630858,240.24676615397135,235.80870686055812,239.22080382077232,-0.03919681757235194,0.012599276435231442,32.80379770660538
62,2018-03-29,233.8673858642578,235.74260496702598,230.92571573619426,232.06327976950888,111601600,236.0874008178711,240.0878448486328,235.45573940668532,238.87542201712625,-0.0019721925217260905,0.012642855507438303,30.1966985846622
63,2018-04-02,228.8194732666016,233.84964785203115,226.33104657451912,233.334173410914,186286300,234.60056762695314,239.65916188557944,234.24914556303372,238.22665112999564,-0.002247351741785475,0.013395762125948353,26.382990146513023
64,2018-04-03,231.752197265625,232.23211509398098,228.25952373637787,230.06362964338052,119956900,233.73672485351562,239.32587687174478,233.79515496350484,237.8089444290685,-0.016370497368447756,0.013465199648350802,33.0213379254282
65,2018-04-04,234.23179626464844,234.94276370839037,228.04629271475136,228.17959572024427,123715300,233.07996520996093,239.12569834391277,233.8745442909855,237.57816067652527,0.011358784162215807,0.01372651876705758,38.2010014741895
66,2018-04-05,236.08029174804688,236.96901437539836,234.90717137074398,236.00028284452247,82652600,232.65426788330078,239.02696787516277,234.27558928317848,237.48152397146217,0.02236079169178784,0.013884036055098395,41.18652777436949
67,2018-04-06,230.8191070556641,235.60930926682127,229.29050261999728,234.10739255430872,179521200,232.3032257080078,238.74253641764324,233.64713796908495,237.05169062205587,-0.013034219360381516,0.014587140866947745,36.20947732051178
68,2018-04-09,231.9566192626953,235.36931109609853,231.01457539251095,232.28544231452105,105442900,232.56540069580078,238.3688542683919,233.33977093155954,236.7229763408068,0.013710135554934055,0.013949041417254641,40.52318286608003
69,2018-04-10,235.6447296142578,236.43570553736367,233.71621727067105,234.86264959372977,103529000,232.5689498901367,238.02398732503255,233.75885432841375,236.65341203586817,0.016796096842056407,0.014576241004622296,44.605546474736684
70,2018-04-11,234.4095001220703,236.08030308116454,234.08067707363097,234.1517629537002,91140200,232.84979095458985,237.7403299967448,233.877153563624,236.50864352530058,0.0007586666723125024,0.014559808005431019,43.89526332198548
71,2018-04-12,236.33807373046875,237.28901374042718,235.56488914875936,235.74264457700838,68890500,233.39191741943358,237.6029830932617,234.3245935939594,236.49763902240824,0.0010919250417438242,0.014718735731049516,52.258244706767215
72,2018-04-13,235.6447296142578,237.7687890846308,234.631600221595,237.65325083773632,85079200,233.56965179443358,237.55907287597657,234.56461832492272,236.44261260897918,0.02090651255067022,0.014722285218278794,57.853934440863306
73,2018-04-16,237.58218383789065,238.35539522712878,236.46241188421016,237.28891733426607,63405300,234.4459228515625,237.53902587890624,235.1132666000078,236.51613333342507,0.024252658074932043,0.014874445906860065,52.752962598169574
74,2018-04-17,240.12396240234372,240.72828726350724,238.84419968360845,239.35964686009225,64682000,235.28309936523436,237.5119425455729,236.0243022004325,236.74889649916176,0.01900841489397309,0.014800612502670927,62.399872838893955
75,2018-04-18,240.3017578125,241.1104716493528,239.83960462382296,240.56836378930137,57303900,235.89009552001954,237.47042592366537,236.80202140262656,236.9781133580868,0.025136599358649203,0.014796530615967916,63.858340528546265
76,2018-04-19,238.96864318847656,239.84846992130542,237.92882576831857,239.64405395073416,77655900,236.1789306640625,237.38742421468098,237.19595263641747,237.1065346374668,0.011130536085386833,0.014843482982344917,57.91068523179118
77,2018-04-20,236.9423370361328,239.11971841716232,236.05361436986175,238.89753775059452,99953100,236.79125366210937,237.19792989095052,237.14984070909298,237.09594124383236,0.005506626114656354,0.013813832788714156,63.89891187765072
78,2018-04-23,236.90679931640625,238.07991970378174,235.82255661686145,237.52002010427697,65558000,237.28627166748046,236.86650797526042,237.1056513649681,237.08373853883714,-0.002842740606952443,0.012817770842457742,59.790675944195726
79,2018-04-24,233.7162933349609,238.15990660538384,232.20545397435194,237.93772594186268,112885500,237.0934280395508,236.4390645345052,236.48940445042132,236.8664840095548,-0.02668483812809297,0.011720940265022737,49.0465988095466
80,2018-04-25,234.29396057128903,234.73832190389882,231.82331264684532,233.65407916746446,103840900,237.08187408447264,236.0839853922526,236.09023283603364,236.70051475547314,-0.025001054074263895,0.011052778800265122,46.53329598211874
81,2018-04-26,236.67575073242188,237.51115227780014,234.88054056132475,235.3249019313487,67731900,237.11564178466796,235.8501998901367,236.19669063537694,236.69891707656663,-0.009594951142800179,0.011216577999816521,62.79596979009482
