Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2018-01-02,150.60537719726562,150.64338088036632,148.40078658552858,148.7713841194358,32573300
2018-01-03,152.06875610351562,152.2017907420302,150.71940062724278,150.7479070140896,29383600
2018-01-04,152.3348388671875,152.79095559680616,152.11628504878328,152.5914108712121,24776100
2018-01-05,153.86474609375,153.96927435568983,152.77196249139774,153.05704088756906,26992300
2018-01-08,154.46340942382812,154.53943129619265,153.80773346191233,153.86474624126336,23159100
2018-01-09,154.47286987304688,154.92898649874402,154.00725595295322,154.7674454958864,24782400
2018-01-10,154.1117706298828,154.14029151261846,153.10450642963826,153.78868862219798,34004000
2018-01-11,155.1665496826172,155.17606147671987,154.14029089755883,154.3778537551473,20473500
2018-01-12,156.30686950683594,156.46841051675975,154.8339768285244,155.03352151738278,37762700
2018-01-16,155.8602294921875,158.1408269177584,155.39460111377264,157.34261926877707,41231800
2018-01-17,157.54220581054688,157.77976870968195,155.84126183260284,156.60146600977276,33849900
2018-01-18,157.57069396972656,157.9317796416238,156.92451547845644,157.29511294414414,26432200
2018-01-19,158.0648193359375,158.3213912818679,157.30461529224237,158.03631295302145,38937600
2018-01-22,159.7562255859375,159.7562255859375,157.82721682824348,158.00776687447694,26081400
2018-01-23,161.07711791992188,161.21966433710128,160.17438194319809,160.2504037990898,37989700
2018-01-24,160.0318603515625,161.7708223556132,159.1101152264697,161.41921943696644,54287400
2018-01-25,159.97483825683594,161.19115895931964,159.46169435128675,161.13414619196672,28925000
2018-01-26,162.4264678955078,162.44547698377713,160.55448594202838,160.8680561501996,32038200
2018-01-29,161.63775634765625,162.40745760174377,161.29566529031908,162.0843756308377,37277800
2018-01-30,160.307373046875,160.99155506447676,159.47116185844808,160.16484116807567,44987700
2018-01-31,160.97254943847656,161.53320867305618,159.96528547417168,161.2101122413667,42449200
2018-02-01,159.60423278808594,161.28616733963486,159.09108890819735,159.7372674051523,38037900
2018-02-02,156.4208984375,159.3571720633385,156.28786380881212,158.977077266998,68478100
2018-02-05,150.25376892089844,157.5041928137007,150.13974337595604,154.95752564540174,105372200
2018-02-06,154.23529052734375,154.42533789275993,147.3839865811885,148.05865690336861,118537900
2018-02-07,152.2398223876953,155.4136594012856,152.23031059144645,153.74120722669764,91028300
2018-02-08,145.81607055664062,152.80042396098423,145.81607055664062,152.6293711736915,94184800
2018-02-09,148.3343048095703,149.41759123067845,142.6613006701724,147.8781735272261,113836600
2018-02-12,150.96646118164062,151.99273460969576,148.67636593445636,149.85466859283628,63050600
2018-02-13,151.74559020996094,152.04966300154942,149.8735945096689,150.10165997812035,31785600
2018-02-14,154.58688354492188,154.82444638378462,150.13971416125995,150.8524026778482,52107400
2018-02-15,157.4566650390625,157.4566650390625,154.35885047934113,155.97427507183772,51633900
2018-02-16,156.7534637451172,158.463904517202,156.48738003645585,156.94351110871725,62256300
2018-02-20,157.06700134277344,158.38784982040892,156.13575930450418,156.2022838427927,36785600
2018-02-21,156.62045288085938,159.37617631997836,156.52542193481253,157.83677359188852,41161800
2018-02-22,156.6014404296875,158.1408431247284,156.2023365642949,157.30461721646603,37074400
2018-02-23,159.8037872314453,159.8037872314453,157.21910208501484,157.86528062146579,50096900
2018-02-26,161.92286682128906,161.92286682128906,160.42148205318978,160.55451669718676,39266700
2018-02-27,159.91786193847656,162.23647854743274,159.84185455758163,161.97040921522705,42209900
2018-02-28,158.8915557861328,161.35270363066368,158.7870275437167,160.83006241858322,42936300
2018-03-01,156.29736328125,159.70877719957002,154.8909951155732,158.97707948174968,76809900
2018-03-02,157.7322540283203,158.0078205875171,153.90274158688567,154.41587102458183,57445100
2018-03-05,159.4806671142578,159.889268187008,156.40184788130674,156.99101350902353,38540200
2018-03-06,160.1553497314453,160.69699993908924,159.14808566075766,160.2598779557441,29480900
2018-03-07,160.52597045898438,160.65901958165878,158.65398844254184,158.9295549831289,34609400
2018-03-08,161.4097137451172,161.52373928053723,160.54498143568418,161.19115996899987,25828400
2018-03-09,164.5455322265625,164.5455322265625,162.32194748018105,162.55951032487187,38310500
2018-03-12,165.41976928710938,165.79986405604734,164.6595652495474,165.03016272415204,37635000
2018-03-13,163.1676788330078,166.4935588259378,162.7495658853754,165.7998648447813,55638900
2018-03-14,163.1391143798828,164.1463928027433,162.42642600031155,164.02285551038597,40536400
2018-03-15,162.9966278076172,163.94687924449465,162.3979647624848,163.25319975548626,28810400
2018-03-16,162.5120086669922,163.63329842937603,162.43598681026822,163.27221273454535,31176700
2018-03-19,159.04466247558594,161.06245957640772,157.6550379002568,160.94824903053868,71395100
2018-03-20,159.568115234375,159.93931398065817,158.57825675202346,159.11125859045973,34075700
2018-03-21,158.873291015625,160.62458670735816,158.17848616938906,159.1493191276536,43863500
2018-03-22,154.95191955566406,157.77874622399221,154.752036614489,156.67466274262827,66607300
2018-03-23,150.8686981201172,155.4277945695555,150.79255293989686,154.77105509796226,80110400
2018-03-26,156.47474670410156,156.6651169023672,151.48736121081458,153.9239487072612,57481500
2018-03-27,151.4112548828125,157.63597564582943,150.0787357691121,157.63597564582943,78889100
2018-03-28,149.66946411132812,152.07749947857567,148.51778807676143,150.54511201548996,89369700
2018-03-29,152.41061401367188,153.91444865971465,149.0793385950629,150.47847543273534,68692600
2018-04-02,148.01329040527344,152.0393843326921,146.46187804529447,151.32553974568663,85549400
2018-04-03,149.678955078125,150.30714191484762,146.9949064934497,149.30775640609946,64090000
2018-04-04,152.03939819335938,152.50576740453477,146.61416721896254,146.78549748752994,65768700
2018-04-05,152.9055633544922,153.79073853384045,151.79196711457212,153.5527902469376,43054900
