Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2018-01-02,237.9091339111328,237.9445485729644,236.69644512475205,237.08592536448378,86655700
2018-01-03,239.41397094726562,239.56446301538605,238.07734421407596,238.07734421407596,90070400
2018-01-04,240.42303466796875,240.90989847444283,239.47591532497438,240.06013568466005,80636400
2018-01-05,242.02520751953125,242.14911830388075,240.72399570977953,241.21969287411642,83524000
2018-01-08,242.4678192138672,242.62714467178108,241.63575024902096,241.92784692186305,57319200
2018-01-09,243.0166778564453,243.64514641967594,242.60947669065388,242.8927400198624,57254000
2018-01-10,242.6448211669922,242.91039059135448,241.5826245099532,242.2553409553702,69574300
2018-01-11,244.41522216796875,244.41522216796875,243.03434734322684,243.2025332397573,62361500
2018-01-12,246.00856018066406,246.17671906522696,244.37980969297988,244.68079383624084,90816100
2018-01-16,245.1676025390625,247.9293518961884,244.46830478085678,247.27432921913152,106555100
2018-01-17,247.50448608398438,247.89396637382106,245.1676313584399,246.105917416644,113258800
2018-01-18,247.08847045898438,247.81429550853827,246.5927461862402,247.38942757972129,100728000
2018-01-19,248.21263122558594,248.21263122558594,247.08846550184475,247.6726588922479,140920100
2018-01-22,250.23077392578125,250.23077392578125,247.94700135668535,248.0001368472511,91322400
2018-01-23,250.76193237304688,251.05402905144194,249.94755721688517,250.27506855775837,97084700
2018-01-24,250.66453552246094,252.01002249061014,249.47840102028331,251.4080813142676,134816100
2018-01-25,250.7707977294922,251.62942106304513,249.97414330980337,251.53206449566665,84587300
2018-01-26,253.67417907714844,253.71845416424915,251.35501813891216,251.61172720097315,107743100
2018-01-29,251.99232482910156,253.54138545786572,251.83299936194803,253.09879670679024,90118300
2018-01-30,249.40756225585938,252.04537329547156,248.92955895475808,250.1511079389796,131796400
2018-01-31,249.53147888183594,250.77072171609996,248.4515614805199,250.26619117843128,108364800
2018-02-01,249.2482147216797,250.55828686352945,248.45156054646696,248.79679266335748,90102500
2018-02-02,243.82212829589844,248.05327523352855,243.78671363574026,247.92047701130312,173174800
2018-02-05,233.62484741210938,244.17617312530967,233.07604178687254,242.05175292519647,294681800
2018-02-06,238.227783203125,238.73234077305224,228.99538997718903,230.09300124077632,355026800
2018-02-07,236.9354248046875,241.08688157739127,236.85573507414517,237.67011009335184,167376100
2018-02-08,228.04827880859375,237.37805702441392,228.0128641455726,237.23642538580214,246449500
2018-02-09,231.47390747070312,233.34161895839765,223.8790831879497,230.85427243881512,283565300
2018-02-12,234.8730010986328,236.35125945040988,231.61555429185336,233.53637439238625,143736000
2018-02-13,235.4571990966797,236.00600478745633,233.07606962142876,233.660289973586,81223600
2018-02-14,238.63502502441406,238.99795108063518,233.9524279746534,233.9612883949318,120735700
2018-02-15,241.67996215820312,241.68882257569675,237.90909813757196,240.3876108371316,111200300
2018-02-16,241.75074768066406,243.70700886823138,241.00720202643734,241.05147709736477,160420100
2018-02-20,240.23715209960938,242.24652217942594,239.4404978053543,240.79481820962945,86369700
2018-02-21,239.04220581054688,243.17599718766897,238.9448492386795,240.67978981253682,98883700
2018-02-22,239.35205078125,241.6977663433744,238.67933408126055,239.97168599244375,110511300
2018-02-23,243.16708374023438,243.16708374023438,240.10437740239422,240.58238077740046,92766400
2018-02-26,245.99073791503906,246.08812145381793,243.65388415938193,244.24693775448634,86491400
2018-02-27,242.91921997070312,246.89368474433053,242.8572510713651,246.17666621986294,99099200
2018-02-28,240.45848083496094,244.47719455562333,240.1398298770944,244.0257453518368,121907800
2018-03-01,236.9620361328125,241.8039583136167,235.4572235229527,240.2460372129124,176855100
2018-03-02,238.18359375,238.75012042097018,234.41275527358388,235.28021209497405,139083200
2018-03-05,240.93646240234375,241.55609744877376,236.8823343834178,236.98857837319935,97307400
2018-03-06,241.54725646972656,241.9987056688439,240.04244381498555,241.91901591672593,79213200
2018-03-07,241.4586944580078,241.81276002171666,239.17494861063548,239.369688722696,87063500
2018-03-08,242.62716674804688,242.75107755543033,241.14007497859853,242.14030289771503,66901200
2018-03-09,246.84945678710938,246.84945678710938,243.72478114474626,244.04345910683665,113625300
2018-03-12,246.5395965576172,247.77000609428472,246.15011634554043,247.1415377121259,71924800
2018-03-13,244.9463348388672,248.212642187746,244.33556016299715,247.70808449664028,91968900
2018-03-14,243.68931579589844,246.09699928964278,243.13167675180094,245.91111960827695,105895100
2018-03-15,243.4237823486328,244.84890498064456,242.91922475289553,244.20274277430366,83433000
2018-03-16,243.68780517578125,244.7453874886557,243.63448397695296,243.95441116992282,100343700
2018-03-19,240.390625,243.86553445329375,238.7287176792221,242.93238634834753,109208400
2018-03-20,240.7993927001953,241.43927403947436,240.1150589591412,240.79049679550818,59757300
2018-03-21,240.33726501464844,242.86123414154395,240.12398025289102,240.75496575419902,78709600
2018-03-22,234.32952880859375,238.9508706262018,234.05399981664527,238.09770441892513,148785900
2018-03-23,229.33486938476562,235.1026978360799,229.1393493165573,234.7738747944711,183534800
2018-03-26,235.60923767089844,235.89363541475672,230.54353507652343,232.96086165599547,141956100
2018-03-27,231.60108947753906,237.08449212750818,230.03692919487222,236.5512803235612,129941400
2018-03-28,230.91680908203125,233.4141448412357,229.80590569801302,231.7344459062011,146452300
2018-03-29,233.8673858642578,235.74260496702598,230.92571573619426,232.06327976950888,111601600
2018-04-02,228.81947326660156,233.84964785203115,226.33104657451912,233.334173410914,186286300
2018-04-03,231.752197265625,232.23211509398098,228.25952373637787,230.06362964338052,119956900
2018-04-04,234.23179626464844,234.94276370839037,228.04629271475136,228.17959572024427,123715300
2018-04-05,236.08029174804688,236.96901437539836,234.90717137074398,236.00028284452247,82652600
2018-04-06,230.81910705566406,235.60930926682127,229.29050261999728,234.10739255430872,179521200
2018-04-09,231.9566192626953,235.36931109609853,231.01457539251095,232.28544231452105,105442900
2018-04-10,235.6447296142578,236.43570553736367,233.71621727067105,234.86264959372977,103529000
2018-04-11,234.4095001220703,236.08030308116454,234.08067707363097,234.1517629537002,91140200
2018-04-12,236.33807373046875,237.28901374042718,235.56488914875936,235.74264457700838,68890500
2018-04-13,235.6447296142578,237.7687890846308,234.631600221595,237.65325083773632,85079200
2018-04-16,237.58218383789062,238.35539522712878,236.46241188421016,237.28891733426607,63405300
2018-04-17,240.12396240234375,240.72828726350724,238.84419968360845,239.35964686009225,64682000
2018-04-18,240.3017578125,241.1104716493528,239.83960462382296,240.56836378930137,57303900
2018-04-19,238.96864318847656,239.84846992130542,237.92882576831857,239.64405395073416,77655900
2018-04-20,236.9423370361328,239.11971841716232,236.05361436986175,238.89753775059452,99953100
2018-04-23,236.90679931640625,238.07991970378174,235.82255661686145,237.52002010427697,65558000
2018-04-24,233.71629333496094,238.15990660538384,232.20545397435194,237.93772594186268,112885500
2018-04-25,234.29396057128906,234.73832190389882,231.82331264684532,233.65407916746446,103840900
2018-04-26,236.67575073242188,237.51115227780014,234.88054056132475,235.3249019313487,67731900
2018-04-27,236.89794921875,237.59115192321033,235.9559052132441,237.2889894234884,57053600
2018-04-30,235.07606506347656,238.0799523207147,235.00495205480453,237.52005264450372,82182300
2018-05-01,235.49375915527344,235.60040154358634,232.94310213368462,234.50726282004828,74203400
2018-05-02,233.9118194580078,236.1158343393192,233.52077931035637,235.2982246645307,86368900
2018-05-03,233.3963165283203,234.05396254987699,230.22357045055128,233.07638942215556,136311500
2018-05-04,236.41802978515625,237.10236369987143,232.08995408325993,232.4187771802006,91222100
2018-05-07,237.21783447265625,238.19540757823955,236.49794425676743,237.19117388107964,55304900
2018-05-08,237.21783447265625,237.58218685031707,235.64477820465518,236.84455906892353,67499200
2018-05-09,239.5106964111328,239.83951937286304,237.36887208658663,237.89321506902894,59666100
2018-05-10,241.75027465820312,242.07912475175513,240.15058507322289,240.25722742933394,72063900
2018-05-11,242.48806762695312,242.75467366910607,241.3593720979361,241.87484660832868,59871500
2018-05-14,242.60348510742188,243.58105818948496,242.05245435866271,242.92341219864417,54790600
2018-05-15,240.93276977539062,241.38599998562157,239.98182981781076,241.36823529244336,87036100
2018-05-16,241.94580078125,242.40795383158567,240.94154003313793,240.96822774449535,53942600
2018-05-17,241.74142456054688,242.82566713423927,240.9593443930757,241.67920747412091,56536400
2018-05-18,241.13706970214844,241.75918631554492,240.78158611806143,241.3948068273166,64368000
2018-05-21,242.95013427734375,243.49226925911267,242.23916692469527,242.63020710515173,58025900
2018-05-22,242.27464294433594,243.73216095440173,241.9458199381201,243.47442381912717,52966400
2018-05-23,242.94119262695312,242.9678803412767,240.8349244416183,240.99491511925532,64694200
2018-05-24,242.4435577392578,242.81683323146737,240.64834753037582,242.54133134598712,76043800
2018-05-25,241.8659210205078,242.49690665729042,241.35934248090643,241.8659210205078,56374800
2018-05-29,239.08413696289062,240.9949121932738,237.9643649629924,240.23059667678842,115908600
2018-05-30,242.27464294433594,242.7190042222838,240.32836549885153,240.39945136979279,69678400
2018-05-31,240.79052734375,242.1680366619838,240.18620242489027,241.86587420255393,93519900
2018-06-01,243.15452575683594,243.4566882073279,242.02583061818825,242.0969436192824,71258400
2018-06-04,244.30982971191406,244.5675668519576,243.74106136888,243.981006699614,45385200
2018-06-05,244.48764038085938,244.8697846642123,243.6700034958175,244.44318796919043,51135000
2018-06-06,246.53164672851562,246.6382891023098,244.47869966799232,245.10081634400737,62732200
2018-06-07,246.50503540039062,247.31377639217663,245.58965201349739,247.02050980563175,72969400
2018-06-08,247.23379516601562,247.2871163636922,245.87405038192833,246.04290988179324,72139700
2018-06-11,247.56265258789062,248.28251597801363,247.3404718595398,247.4560101777496,58892500
2018-06-12,247.8824920654297,248.2468444240052,247.23371487550227,247.980238522204,72329000
2018-06-13,247.09152221679688,248.3801807250203,246.8871062725177,248.12244359904378,79070600
2018-06-14,247.71368408203125,248.2468959964065,247.11822794876022,247.96252534929437,77097600
2018-06-15,247.3976287841797,247.73686418012312,245.8086002795867,246.92449184863926,120041600
2018-06-18,246.88885498046875,247.0138479531994,245.45159925479794,245.93364495215974,52917600
2018-06-19,245.94252014160156,246.16569847203857,244.18387380801985,244.6034501589794,97531500
2018-06-20,246.36204528808594,247.0315801402393,246.0228099373774,246.62984833157014,53785500
2018-06-21,244.8176727294922,246.37101230855984,244.31775548944287,246.35314060777117,71061400
2018-06-22,245.26405334472656,246.20141869409275,245.0408750106083,246.0853616013994,54898500
2018-06-25,241.92526245117188,244.26416653363083,240.22911292326557,244.10348470585345,137854200
2018-06-26,242.46096801757812,243.31796526447116,241.73787233372286,242.49668418220529,68547400
2018-06-27,240.45236206054688,244.48741685986784,240.3005887939629,243.05016134884588,105110700
